EMG_1,EMG_2,EMG_3,EMG_4,EMG_5,EMG_6,EMG_7,EMG_8,thumb_theta_1,thumb_theta_2,thumb_theta_3,index_theta_1,index_theta_2,index_theta_3,middle_theta_1,middle_theta_2,middle_theta_3,ring_theta_1,ring_theta_2,ring_theta_3,little_theta_1,little_theta_2,little_theta_3
0.5035054,0.50053775,0.4924116,0.4957049,0.50880826,0.50249267,0.4885567,0.46439457,30.0,29.0,52.0,54.0,68.0,33.0,59.0,36.0,31.0,57.0,52.0,39.0,51.0,43.0,54.0
0.4933402,0.463139,0.48676112,0.49362287,0.47698715,0.5102741,0.47377157,0.51195174,29.0,21.0,4.0,9.0,25.0,13.0,17.0,13.0,19.0,4.0,13.0,9.0,29.0,20.0,17.0
0.5065521,0.46699476,0.44011584,0.48978934,0.5182767,0.50220984,0.45621264,0.4926175,45.0,57.0,55.0,7.0,4.0,29.0,59.0,55.0,47.0,77.0,69.0,61.0,68.0,78.0,74.0
0.49810556,0.50053775,0.48974445,0.49617848,0.50848657,0.5093072,0.48567683,0.47623268,18.0,27.0,47.0,48.0,59.0,60.0,57.0,38.0,55.0,38.0,48.0,51.0,36.0,67.0,43.0
0.5009941,0.49206874,0.4924116,0.4957049,0.5030628,0.49905556,0.4885567,0.46932754,52.0,33.0,86.0,60.0,70.0,75.0,67.0,88.0,66.0,60.0,86.0,76.0,69.0,91.0,66.0
0.4975257,0.4993375,0.48987278,0.4957049,0.5027411,0.5098414,0.4885567,0.47963703,23.0,38.0,48.0,46.0,54.0,36.0,40.0,51.0,35.0,49.0,39.0,44.0,36.0,34.0,55.0
0.5009941,0.49682572,0.4920936,0.48978934,0.50660217,0.502355,0.4885567,0.48794535,32.0,44.0,38.0,34.0,3.0,13.0,55.0,50.0,51.0,76.0,63.0,64.0,61.0,65.0,73.0
0.5017187,0.49714026,0.5125985,0.4963312,0.5147074,0.5053406,0.49713802,0.46596754,7.0,6.0,24.0,15.0,3.0,6.0,27.0,13.0,9.0,9.0,17.0,27.0,28.0,29.0,16.0
0.48792195,0.48361394,0.4879917,0.4966638,0.47741264,0.51276344,0.4978526,0.49796888,1.0,8.0,42.0,22.0,5.0,19.0,24.0,21.0,16.0,12.0,24.0,20.0,27.0,7.0,24.0
0.5009941,0.49206874,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,59.0,54.0,76.0,68.0,66.0,63.0,62.0,88.0,80.0,60.0,89.0,72.0,72.0,86.0,74.0
0.5009941,0.494366,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,42.0,47.0,48.0,74.0,97.0,74.0,67.0,95.0,81.0,60.0,96.0,85.0,76.0,79.0,81.0
0.4975257,0.49682572,0.48987278,0.4957049,0.5027411,0.5093072,0.4885567,0.49011144,21.0,35.0,50.0,46.0,62.0,36.0,55.0,58.0,33.0,45.0,48.0,47.0,52.0,72.0,53.0
0.5009941,0.49206874,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,48.0,56.0,53.0,70.0,68.0,68.0,63.0,64.0,86.0,60.0,72.0,70.0,64.0,93.0,67.0
0.4975257,0.49682572,0.48987278,0.4957049,0.5062805,0.5093072,0.4885567,0.48265725,22.0,34.0,50.0,47.0,41.0,54.0,51.0,67.0,58.0,38.0,38.0,59.0,49.0,55.0,48.0
0.5009941,0.49682572,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46527967,32.0,45.0,76.0,74.0,87.0,66.0,68.0,82.0,89.0,60.0,72.0,85.0,71.0,68.0,81.0
0.48792195,0.48021585,0.49412376,0.4910901,0.46402708,0.51250273,0.47787735,0.49770203,18.0,28.0,38.0,15.0,10.0,28.0,9.0,5.0,29.0,8.0,28.0,25.0,30.0,7.0,29.0
0.5009941,0.49206874,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,45.0,44.0,60.0,62.0,79.0,63.0,63.0,64.0,66.0,60.0,72.0,79.0,64.0,94.0,79.0
0.5065521,0.46699476,0.4411428,0.4957049,0.4823811,0.5028027,0.45621264,0.4926175,56.0,45.0,51.0,12.0,35.0,21.0,63.0,55.0,58.0,66.0,65.0,64.0,67.0,70.0,64.0
0.49555215,0.46290013,0.4536521,0.4843303,0.45247927,0.5097371,0.48431864,0.52246815,7.0,21.0,10.0,5.0,19.0,11.0,24.0,23.0,24.0,18.0,10.0,2.0,7.0,21.0,11.0
0.5162968,0.4401527,0.49233353,0.46856755,0.4967701,0.49946317,0.51883155,0.5073765,44.0,38.0,20.0,70.0,47.0,46.0,25.0,7.0,8.0,22.0,19.0,1.0,29.0,30.0,6.0
0.5031381,0.45837533,0.49074486,0.50077397,0.49972534,0.5111047,0.47785038,0.5123619,3.0,15.0,5.0,4.0,18.0,23.0,3.0,0.0,11.0,3.0,1.0,7.0,0.0,29.0,8.0
0.5148739,0.4802782,0.4971261,0.49047923,0.4800886,0.52654517,0.4917253,0.46273708,24.0,21.0,41.0,20.0,1.0,5.0,26.0,17.0,2.0,25.0,2.0,14.0,7.0,19.0,26.0
0.50448304,0.4958472,0.47199303,0.49087715,0.47238478,0.50653434,0.49100485,0.47087175,11.0,12.0,11.0,8.0,4.0,4.0,8.0,28.0,26.0,6.0,16.0,16.0,9.0,19.0,13.0
0.5148739,0.44681254,0.47527015,0.46155885,0.45493466,0.5098439,0.47625443,0.51042914,19.0,31.0,47.0,71.0,54.0,57.0,21.0,26.0,7.0,12.0,13.0,6.0,14.0,19.0,17.0
0.5035054,0.49682572,0.4924116,0.4957049,0.5030628,0.4954124,0.4885567,0.48922634,32.0,41.0,50.0,46.0,72.0,49.0,59.0,34.0,36.0,31.0,45.0,48.0,45.0,73.0,40.0
0.50881964,0.46699476,0.44011584,0.4957049,0.4823811,0.5048374,0.45621264,0.4917324,59.0,54.0,53.0,8.0,36.0,6.0,56.0,46.0,56.0,76.0,63.0,74.0,62.0,78.0,60.0
0.4772546,0.46545,0.48523027,0.51990753,0.45397487,0.5057976,0.4854477,0.51972115,20.0,24.0,43.0,63.0,52.0,47.0,10.0,20.0,2.0,13.0,17.0,2.0,18.0,0.0,9.0
0.5009941,0.49206874,0.4924116,0.49226847,0.50660217,0.4956252,0.4885567,0.4926175,60.0,34.0,35.0,43.0,23.0,44.0,57.0,59.0,49.0,64.0,69.0,65.0,65.0,71.0,66.0
0.5035054,0.48218194,0.4924116,0.48720798,0.4757041,0.49731076,0.4885567,0.48922634,34.0,30.0,33.0,42.0,57.0,50.0,54.0,46.0,38.0,42.0,52.0,32.0,32.0,49.0,37.0
0.50512516,0.47656596,0.5015419,0.46910137,0.4624981,0.5043866,0.49012205,0.49162626,35.0,16.0,33.0,71.0,54.0,53.0,11.0,25.0,14.0,15.0,28.0,15.0,10.0,14.0,23.0
0.5009941,0.494366,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,41.0,49.0,46.0,64.0,78.0,84.0,65.0,95.0,65.0,60.0,89.0,87.0,69.0,79.0,78.0
0.48564807,0.48787558,0.4757899,0.5133617,0.46743363,0.50983965,0.47787735,0.4973369,21.0,33.0,37.0,74.0,53.0,60.0,2.0,18.0,30.0,27.0,8.0,23.0,5.0,2.0,16.0
0.5277823,0.50193024,0.48884112,0.5038363,0.501494,0.5094108,0.49259618,0.46951872,10.0,25.0,38.0,25.0,25.0,10.0,22.0,1.0,5.0,21.0,28.0,20.0,29.0,14.0,10.0
0.50239724,0.49682572,0.48987278,0.4957049,0.50660217,0.50411683,0.4885567,0.4638262,26.0,41.0,31.0,56.0,37.0,30.0,41.0,34.0,42.0,42.0,40.0,41.0,44.0,70.0,35.0
0.49818665,0.48057193,0.46907595,0.49088028,0.46702167,0.5145932,0.48876813,0.48412156,21.0,5.0,8.0,7.0,28.0,18.0,0.0,11.0,15.0,24.0,29.0,30.0,23.0,24.0,26.0
0.5009941,0.49682572,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46527967,33.0,44.0,59.0,63.0,72.0,61.0,63.0,66.0,67.0,60.0,64.0,81.0,75.0,88.0,69.0
0.50239724,0.49682572,0.4908761,0.4937205,0.49212486,0.50245196,0.4885567,0.46439457,27.0,33.0,55.0,54.0,44.0,35.0,47.0,37.0,44.0,39.0,69.0,59.0,33.0,62.0,50.0
0.4804223,0.49531576,0.48289138,0.5073663,0.4964162,0.51672083,0.47787735,0.4973676,16.0,23.0,26.0,24.0,2.0,24.0,8.0,2.0,27.0,19.0,14.0,12.0,18.0,4.0,4.0
0.5035054,0.50156724,0.49726337,0.4957049,0.507913,0.49884278,0.4831572,0.47902465,30.0,22.0,35.0,50.0,49.0,53.0,31.0,39.0,54.0,33.0,47.0,36.0,58.0,59.0,33.0
0.5127925,0.4540752,0.47985914,0.4773827,0.45524615,0.5101072,0.47792697,0.51972115,18.0,28.0,24.0,15.0,15.0,2.0,8.0,25.0,23.0,19.0,5.0,6.0,6.0,28.0,3.0
0.48655048,0.47929102,0.4675453,0.51945776,0.51074386,0.5103748,0.47787735,0.49763444,10.0,21.0,0.0,16.0,16.0,25.0,13.0,10.0,18.0,29.0,13.0,17.0,24.0,8.0,26.0
0.4874634,0.49534208,0.48275504,0.49785474,0.49539837,0.5058169,0.47787735,0.4935716,25.0,27.0,17.0,48.0,58.0,58.0,19.0,11.0,23.0,15.0,26.0,19.0,24.0,4.0,5.0
0.5009941,0.50053775,0.49726337,0.4957049,0.507913,0.4974447,0.48216283,0.49594235,32.0,24.0,47.0,39.0,35.0,36.0,31.0,68.0,34.0,51.0,54.0,52.0,39.0,65.0,49.0
0.50095147,0.475606,0.49128103,0.50813836,0.4743323,0.5097843,0.47762543,0.46412033,20.0,30.0,36.0,49.0,53.0,58.0,18.0,9.0,21.0,29.0,4.0,29.0,8.0,28.0,23.0
0.5009941,0.49682572,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46527967,30.0,48.0,80.0,66.0,80.0,71.0,63.0,89.0,74.0,60.0,65.0,80.0,71.0,67.0,78.0
0.49620068,0.49664944,0.47582537,0.48451236,0.48381203,0.50496167,0.47762543,0.49182895,22.0,26.0,29.0,48.0,58.0,60.0,29.0,18.0,24.0,19.0,22.0,30.0,16.0,14.0,9.0
0.5143349,0.4805214,0.47821984,0.48958364,0.47544318,0.50567174,0.49363196,0.46250814,2.0,4.0,12.0,20.0,26.0,29.0,14.0,5.0,10.0,24.0,8.0,22.0,9.0,23.0,28.0
0.5009941,0.49682572,0.4920936,0.4957049,0.50660217,0.4956252,0.4885567,0.49011144,35.0,52.0,57.0,33.0,44.0,48.0,57.0,54.0,54.0,90.0,70.0,71.0,67.0,61.0,62.0
0.5035054,0.50053775,0.49726337,0.4957049,0.5043736,0.49952573,0.483867,0.4994442,29.0,16.0,55.0,34.0,64.0,37.0,38.0,40.0,55.0,56.0,62.0,57.0,52.0,50.0,45.0
0.5189841,0.49515244,0.47817475,0.46155885,0.49034244,0.5002925,0.49295324,0.45311296,29.0,39.0,28.0,48.0,56.0,55.0,23.0,21.0,4.0,4.0,8.0,25.0,1.0,19.0,12.0
0.4975257,0.50053775,0.48974445,0.4957049,0.512026,0.5093072,0.48567683,0.48794535,20.0,27.0,56.0,38.0,35.0,55.0,33.0,65.0,40.0,57.0,70.0,55.0,60.0,69.0,50.0
0.5009941,0.50053775,0.49726337,0.4957049,0.507913,0.50113016,0.49012205,0.4824893,39.0,23.0,35.0,57.0,43.0,41.0,35.0,69.0,30.0,58.0,33.0,54.0,46.0,45.0,55.0
0.5009941,0.50053775,0.4924116,0.4957049,0.51234764,0.4954124,0.4885567,0.4883673,37.0,30.0,59.0,33.0,34.0,51.0,53.0,59.0,32.0,32.0,49.0,48.0,55.0,60.0,37.0
0.5022854,0.49682572,0.49215406,0.4957049,0.50660217,0.49999818,0.4885567,0.48706025,28.0,38.0,37.0,32.0,33.0,36.0,32.0,48.0,33.0,60.0,69.0,52.0,40.0,69.0,58.0
0.50881964,0.46234986,0.43720916,0.4957049,0.4823811,0.50118816,0.45621264,0.48706025,36.0,46.0,33.0,8.0,28.0,33.0,57.0,46.0,59.0,78.0,67.0,64.0,68.0,69.0,74.0
0.511313,0.44138822,0.47770506,0.4793308,0.46209505,0.5091564,0.48393965,0.5073765,43.0,39.0,25.0,63.0,53.0,48.0,13.0,26.0,21.0,8.0,2.0,9.0,6.0,4.0,13.0
0.507237,0.4937995,0.49272016,0.49354175,0.4917765,0.50427914,0.49363196,0.49531442,28.0,27.0,19.0,11.0,16.0,27.0,22.0,18.0,11.0,25.0,4.0,17.0,21.0,1.0,15.0
0.5194324,0.5014184,0.48458305,0.494546,0.49024457,0.5097736,0.47762543,0.46798897,1.0,27.0,24.0,28.0,20.0,28.0,13.0,11.0,26.0,16.0,11.0,17.0,19.0,17.0,3.0
0.48101252,0.47788054,0.48206484,0.5150485,0.47115844,0.5088813,0.47943425,0.5073265,7.0,13.0,1.0,9.0,21.0,8.0,27.0,5.0,27.0,26.0,12.0,9.0,13.0,7.0,16.0
0.4975257,0.504079,0.4974963,0.4957049,0.512026,0.5093072,0.49012205,0.4994442,24.0,23.0,42.0,36.0,43.0,55.0,59.0,68.0,35.0,33.0,60.0,42.0,44.0,40.0,33.0
0.4838447,0.47793773,0.47967377,0.5150485,0.49553034,0.5064922,0.49351215,0.4981358,18.0,1.0,10.0,8.0,19.0,24.0,18.0,9.0,12.0,3.0,28.0,15.0,28.0,7.0,14.0
0.5065521,0.46699476,0.44863892,0.4957049,0.4823811,0.4959251,0.45621264,0.4926175,58.0,49.0,57.0,13.0,40.0,45.0,53.0,60.0,57.0,78.0,62.0,66.0,68.0,76.0,61.0
0.5009941,0.49206874,0.4924116,0.4957049,0.5030628,0.4956252,0.4885567,0.4926175,51.0,36.0,35.0,25.0,58.0,48.0,47.0,59.0,57.0,75.0,78.0,63.0,63.0,67.0,68.0
0.5035054,0.47806278,0.49726337,0.4957049,0.507913,0.4989848,0.49012205,0.50349206,43.0,19.0,42.0,35.0,42.0,47.0,59.0,41.0,34.0,49.0,45.0,58.0,55.0,46.0,35.0
0.5009941,0.49807805,0.49726337,0.4957049,0.507913,0.4956252,0.4831572,0.50349206,40.0,21.0,53.0,32.0,32.0,48.0,39.0,63.0,59.0,39.0,60.0,39.0,52.0,66.0,54.0
0.5035054,0.43318373,0.49824587,0.47835147,0.4602252,0.5043866,0.47378948,0.5128447,32.0,16.0,41.0,69.0,54.0,55.0,21.0,30.0,22.0,25.0,28.0,10.0,6.0,25.0,16.0
0.5009941,0.5030495,0.4924116,0.4957049,0.51234764,0.50585365,0.48871872,0.47019523,29.0,28.0,49.0,59.0,47.0,34.0,35.0,66.0,46.0,37.0,30.0,51.0,56.0,34.0,51.0
0.500935,0.49755803,0.48313996,0.49326596,0.48436406,0.51181656,0.47762543,0.47128734,19.0,27.0,20.0,4.0,26.0,14.0,15.0,1.0,26.0,2.0,2.0,29.0,18.0,23.0,13.0
0.51954746,0.4401527,0.49163148,0.49466634,0.49124154,0.5082371,0.49101916,0.50611687,12.0,16.0,24.0,27.0,21.0,15.0,6.0,12.0,6.0,8.0,19.0,4.0,19.0,24.0,7.0
0.49739355,0.47751546,0.48102295,0.5006897,0.4485522,0.51164985,0.48700786,0.5137295,6.0,24.0,3.0,2.0,19.0,13.0,13.0,13.0,11.0,28.0,6.0,11.0,2.0,23.0,21.0
0.5009941,0.45432988,0.49726337,0.4854629,0.4695103,0.49731076,0.4831572,0.47902465,29.0,17.0,60.0,56.0,60.0,41.0,44.0,72.0,55.0,37.0,66.0,47.0,31.0,66.0,40.0
0.50340915,0.4875182,0.49537882,0.4653357,0.495698,0.50454223,0.48765555,0.49743524,40.0,39.0,16.0,64.0,49.0,51.0,2.0,29.0,12.0,27.0,25.0,16.0,20.0,13.0,17.0
0.5035054,0.5030495,0.4924116,0.4957049,0.51234764,0.50705576,0.48871872,0.47019953,29.0,27.0,32.0,48.0,35.0,41.0,51.0,42.0,46.0,43.0,31.0,56.0,51.0,31.0,51.0
0.5009941,0.5030495,0.49863458,0.4957049,0.5043736,0.49997988,0.49012205,0.49335405,32.0,20.0,54.0,43.0,72.0,54.0,58.0,58.0,51.0,41.0,36.0,59.0,53.0,40.0,38.0
0.51475316,0.50090027,0.4861534,0.5025465,0.5066073,0.505637,0.47762543,0.46569854,23.0,4.0,22.0,3.0,29.0,13.0,17.0,11.0,24.0,11.0,23.0,17.0,8.0,26.0,0.0
0.5196653,0.48965636,0.49930412,0.482997,0.49490312,0.5050826,0.49047843,0.45619828,18.0,27.0,50.0,54.0,54.0,51.0,2.0,15.0,6.0,3.0,17.0,26.0,26.0,28.0,8.0
0.5194324,0.4401527,0.49343136,0.49622166,0.49474844,0.50807494,0.47377157,0.5110269,16.0,37.0,58.0,60.0,46.0,59.0,12.0,9.0,16.0,10.0,13.0,0.0,10.0,28.0,0.0
0.50477916,0.4948687,0.46830276,0.47029588,0.46013787,0.5043866,0.51125014,0.5015321,45.0,35.0,18.0,50.0,52.0,50.0,7.0,8.0,24.0,8.0,23.0,2.0,18.0,17.0,28.0
0.5009941,0.49206874,0.4920936,0.4957049,0.5030628,0.5045375,0.4885567,0.4926175,45.0,49.0,46.0,39.0,53.0,8.0,69.0,56.0,54.0,84.0,73.0,63.0,61.0,63.0,70.0
0.50211275,0.4802137,0.43104464,0.48951763,0.47122788,0.5140485,0.4518279,0.4678245,24.0,27.0,11.0,3.0,29.0,24.0,9.0,24.0,10.0,15.0,23.0,15.0,26.0,21.0,20.0
0.50180006,0.48299548,0.45103964,0.49311653,0.4838346,0.50942683,0.47762543,0.4647524,7.0,25.0,17.0,30.0,29.0,25.0,15.0,16.0,18.0,10.0,29.0,24.0,7.0,22.0,20.0
0.5009941,0.49687776,0.4920936,0.4957049,0.5030628,0.50113016,0.4885567,0.47911966,42.0,43.0,47.0,56.0,64.0,41.0,60.0,56.0,32.0,48.0,39.0,37.0,60.0,35.0,53.0
0.5009941,0.49206874,0.4924116,0.4957049,0.50660217,0.5045375,0.4885567,0.4926175,47.0,40.0,35.0,32.0,46.0,6.0,52.0,57.0,49.0,80.0,78.0,70.0,63.0,70.0,64.0
0.5009941,0.49682572,0.4924116,0.4957049,0.5030628,0.49905556,0.4885567,0.46527967,30.0,40.0,76.0,61.0,93.0,64.0,62.0,85.0,69.0,60.0,94.0,66.0,69.0,87.0,70.0
0.5009941,0.49206874,0.4920936,0.4957049,0.5030628,0.5008883,0.4885567,0.4926175,60.0,56.0,43.0,37.0,54.0,33.0,67.0,58.0,49.0,67.0,60.0,65.0,70.0,66.0,66.0
0.48505783,0.48123842,0.47651023,0.5069977,0.46743363,0.50569594,0.49295324,0.4923357,22.0,26.0,39.0,62.0,56.0,47.0,21.0,29.0,10.0,10.0,16.0,21.0,1.0,2.0,13.0
0.5009941,0.49682572,0.4924116,0.4957049,0.50660217,0.4956252,0.4885567,0.4887822,37.0,37.0,36.0,45.0,37.0,44.0,46.0,60.0,49.0,87.0,80.0,71.0,62.0,68.0,72.0
0.5035054,0.47699806,0.4924116,0.4854629,0.49038348,0.5043866,0.4885567,0.47236562,31.0,37.0,49.0,49.0,60.0,44.0,34.0,32.0,53.0,49.0,60.0,48.0,31.0,31.0,53.0
0.5194324,0.49771416,0.48569462,0.47835147,0.4737126,0.5063346,0.48834887,0.5099906,23.0,5.0,27.0,24.0,24.0,18.0,27.0,24.0,23.0,28.0,14.0,11.0,7.0,20.0,5.0
0.5009941,0.49682572,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46395043,37.0,53.0,76.0,68.0,65.0,74.0,65.0,84.0,80.0,60.0,64.0,73.0,68.0,100.0,88.0
0.5037813,0.4943685,0.49350724,0.46155885,0.49241334,0.4995014,0.49164686,0.49510905,42.0,16.0,17.0,55.0,54.0,58.0,15.0,26.0,9.0,14.0,21.0,19.0,4.0,14.0,2.0
0.50344574,0.46355104,0.48207414,0.49362287,0.45248145,0.5057579,0.48431864,0.52246815,20.0,23.0,7.0,5.0,17.0,28.0,22.0,30.0,6.0,8.0,18.0,6.0,25.0,19.0,15.0
0.4975257,0.49682572,0.48987278,0.4957049,0.5062805,0.5093072,0.4885567,0.4647113,23.0,33.0,34.0,49.0,41.0,43.0,34.0,64.0,53.0,40.0,35.0,59.0,45.0,48.0,48.0
0.498498,0.50158423,0.48974547,0.51214075,0.49705932,0.50766575,0.49620643,0.48595148,21.0,26.0,8.0,18.0,27.0,9.0,29.0,2.0,0.0,17.0,2.0,15.0,14.0,15.0,11.0
0.51892823,0.4807727,0.49935666,0.48408508,0.5071386,0.49860153,0.51384574,0.48930788,39.0,24.0,48.0,65.0,60.0,60.0,11.0,13.0,18.0,19.0,21.0,24.0,29.0,30.0,8.0
0.5035054,0.49682572,0.4920936,0.4957049,0.5030628,0.49731076,0.4885567,0.46439457,33.0,43.0,31.0,51.0,52.0,46.0,56.0,41.0,34.0,47.0,37.0,57.0,36.0,48.0,43.0
0.48505783,0.4841156,0.48275504,0.51052725,0.49084216,0.5085461,0.47787735,0.5179364,7.0,30.0,15.0,24.0,26.0,17.0,29.0,11.0,17.0,11.0,22.0,28.0,2.0,6.0,11.0
0.50095147,0.47886157,0.4961251,0.4854629,0.48068437,0.5093072,0.49012205,0.47685856,22.0,19.0,51.0,50.0,33.0,53.0,37.0,41.0,57.0,43.0,30.0,44.0,30.0,48.0,45.0
0.50881964,0.46699476,0.44011584,0.48978934,0.5182767,0.4964794,0.45621264,0.4917324,49.0,44.0,60.0,1.0,3.0,52.0,50.0,47.0,48.0,86.0,61.0,73.0,62.0,78.0,72.0
0.51206857,0.50023615,0.4718041,0.48092487,0.48911616,0.5140025,0.4895913,0.4656335,9.0,27.0,19.0,9.0,26.0,5.0,19.0,22.0,0.0,23.0,6.0,14.0,26.0,17.0,9.0
0.5148739,0.4804055,0.49928698,0.50112647,0.4667322,0.50331414,0.49259618,0.47413275,21.0,22.0,38.0,28.0,28.0,11.0,15.0,3.0,7.0,20.0,15.0,15.0,1.0,16.0,24.0
0.5009941,0.49206874,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,48.0,43.0,78.0,74.0,95.0,75.0,65.0,69.0,67.0,60.0,73.0,85.0,66.0,78.0,86.0
0.4975257,0.49682572,0.48987278,0.4957049,0.5062805,0.5098414,0.4885567,0.46527967,20.0,45.0,57.0,58.0,49.0,44.0,42.0,65.0,52.0,37.0,54.0,50.0,38.0,46.0,54.0
0.5009941,0.494366,0.4920936,0.4957049,0.5030628,0.4956252,0.4885567,0.4926175,40.0,50.0,41.0,37.0,55.0,43.0,53.0,58.0,50.0,90.0,76.0,72.0,63.0,61.0,73.0
0.5009941,0.50053775,0.49726337,0.4957049,0.5043736,0.49731076,0.4831572,0.49810845,34.0,24.0,51.0,39.0,67.0,59.0,46.0,72.0,44.0,31.0,54.0,52.0,37.0,64.0,38.0
0.50454825,0.5001804,0.48188776,0.49940822,0.5171112,0.50868994,0.49713802,0.467793,8.0,9.0,12.0,5.0,6.0,2.0,12.0,10.0,9.0,14.0,21.0,23.0,28.0,29.0,15.0
0.511086,0.4786205,0.5015419,0.46155885,0.46408778,0.5102741,0.4679658,0.4632763,28.0,18.0,37.0,10.0,20.0,11.0,22.0,30.0,11.0,14.0,14.0,28.0,8.0,18.0,23.0
0.5091314,0.48121485,0.49412376,0.51058674,0.46727923,0.5043866,0.47787735,0.4940357,37.0,25.0,35.0,63.0,57.0,46.0,2.0,4.0,17.0,30.0,20.0,30.0,3.0,7.0,23.0
0.50712395,0.49281308,0.49283728,0.4933529,0.48681042,0.50813544,0.47762543,0.46412033,15.0,25.0,47.0,63.0,57.0,59.0,27.0,17.0,19.0,6.0,17.0,14.0,12.0,30.0,14.0
0.49427858,0.47345164,0.5009051,0.47835147,0.46831006,0.5098812,0.48517513,0.49308547,25.0,23.0,27.0,60.0,48.0,47.0,14.0,22.0,23.0,23.0,2.0,14.0,18.0,13.0,28.0
0.48505783,0.48144922,0.47272184,0.51233315,0.48220268,0.5143034,0.48902005,0.5160526,10.0,30.0,14.0,20.0,5.0,26.0,18.0,18.0,14.0,1.0,20.0,24.0,15.0,2.0,3.0
0.50408983,0.4887517,0.49353418,0.48863673,0.4863689,0.5043866,0.5090569,0.4933664,44.0,41.0,52.0,71.0,50.0,50.0,29.0,3.0,8.0,28.0,29.0,19.0,7.0,10.0,19.0
0.5009941,0.49206874,0.4920936,0.48978934,0.50660217,0.502355,0.4885567,0.4926175,48.0,60.0,33.0,27.0,4.0,21.0,56.0,55.0,46.0,82.0,61.0,70.0,62.0,68.0,71.0
0.5148739,0.47835582,0.5012482,0.49622482,0.46500257,0.5043866,0.5132221,0.4880941,39.0,39.0,38.0,61.0,59.0,54.0,18.0,5.0,13.0,18.0,26.0,18.0,11.0,23.0,24.0
0.4923344,0.49785525,0.48987278,0.5011313,0.49296612,0.5093072,0.4885567,0.46527967,16.0,33.0,37.0,53.0,74.0,46.0,40.0,63.0,54.0,51.0,69.0,33.0,33.0,65.0,33.0
0.5009941,0.49682572,0.4924116,0.4957049,0.50745493,0.50250286,0.4885567,0.48794535,36.0,32.0,38.0,33.0,28.0,25.0,67.0,53.0,56.0,85.0,79.0,64.0,66.0,61.0,74.0
0.50888664,0.48489028,0.49360314,0.48261055,0.4810037,0.5043866,0.4895913,0.49182895,28.0,35.0,41.0,75.0,54.0,54.0,17.0,23.0,23.0,4.0,19.0,25.0,28.0,9.0,16.0
0.5009941,0.49682572,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46527967,32.0,44.0,75.0,74.0,94.0,67.0,66.0,78.0,88.0,60.0,93.0,75.0,65.0,67.0,76.0
0.4995415,0.49225825,0.49928698,0.50359017,0.46879464,0.5040645,0.48025134,0.50449234,17.0,16.0,55.0,68.0,55.0,53.0,28.0,5.0,15.0,14.0,15.0,10.0,0.0,14.0,29.0
0.50083345,0.48798338,0.4886647,0.49227765,0.49034244,0.50367707,0.49465826,0.4954802,28.0,35.0,55.0,50.0,45.0,58.0,1.0,17.0,9.0,4.0,6.0,17.0,0.0,14.0,14.0
0.49694508,0.47189683,0.46756244,0.4928737,0.46245733,0.5065029,0.4885567,0.52019316,17.0,42.0,58.0,56.0,46.0,45.0,17.0,28.0,29.0,3.0,4.0,21.0,2.0,11.0,26.0
0.4926815,0.5030495,0.47790223,0.49617848,0.50848657,0.5093072,0.49012205,0.47177088,18.0,18.0,44.0,50.0,66.0,42.0,42.0,51.0,32.0,39.0,30.0,43.0,41.0,33.0,47.0
0.5148739,0.4797805,0.49928698,0.50359017,0.46320283,0.51045483,0.49363196,0.46103203,28.0,18.0,43.0,25.0,12.0,24.0,16.0,12.0,10.0,5.0,28.0,12.0,5.0,18.0,29.0
0.5164327,0.43593463,0.49350724,0.47835147,0.4601635,0.49863976,0.47378948,0.5128447,38.0,17.0,17.0,72.0,52.0,59.0,6.0,21.0,20.0,29.0,24.0,3.0,6.0,17.0,5.0
0.5009941,0.49682572,0.4920936,0.4957049,0.5030628,0.50250286,0.4885567,0.4926175,39.0,55.0,32.0,32.0,57.0,20.0,55.0,57.0,55.0,71.0,68.0,62.0,70.0,67.0,74.0
0.5035054,0.44276315,0.4610687,0.48747504,0.46166956,0.5043866,0.4763569,0.50671816,36.0,29.0,60.0,74.0,58.0,58.0,0.0,16.0,18.0,1.0,29.0,9.0,3.0,30.0,29.0
0.5035054,0.49682572,0.4920936,0.4957049,0.5030628,0.4974447,0.4885567,0.48922634,35.0,45.0,34.0,32.0,70.0,40.0,41.0,40.0,40.0,60.0,42.0,44.0,39.0,63.0,37.0
0.5009941,0.49206874,0.4924116,0.48978934,0.50660217,0.50250286,0.4885567,0.4941593,59.0,33.0,48.0,24.0,16.0,23.0,55.0,57.0,47.0,89.0,62.0,73.0,68.0,67.0,73.0
